original_name,synonym_tr8,h_max,h_min,le_area,le_long,seed_wght,li_span,canopy_height,leaf_dmc,leaf_mass,leaf_size,life_span,seed_mass,seed_number_per_shoot,C.N.Ratio,Height..Mature,Lifespan,seed_mas_cal,seed_pro_cal,leaf_N_area,leaf_N_mass,max_height_cal,sla_cal
Eriophorum latifolium,Eriophorum latifolium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2625,292.1066667,23.43666667,365.87,perennials,0.860288889,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum scheuchzeri,Eriophorum scheuchzeri,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriophorum vaginatum,Eriophorum vaginatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,387,48.36548673,215,perennials + poly-annuals 5-50 years (medium-lived perennials),0.866266667,2116.342381,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eryngium maritimum,Eryngium maritimum,NA,NA,NA,NA,NA,b (biennial) - p (pluriennial-pollakanthic),0.308333333,136.15,707.8625,6625.63,poly-annuals < 5 years (short-lived perennials),24.7152,319.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eupatorium cannabinum,Eupatorium cannabinum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1,202,284.1747029,6438.5,perennials + poly-annuals 5-50 years (medium-lived perennials),0.32999,10181.90385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia palustris,Euphorbia palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.975,323.76,29.88,616,poly-annuals 5-50 years (medium-lived perennials),9.4425,4476.681818,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia paralias,Euphorbia paralias,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,perennials,NA,77.72727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia arctica,Euphrasia arctica,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia confusa,Euphrasia confusa,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia micrantha,Euphrasia micrantha,NA,NA,NA,NA,NA,a (annual),0.25,NA,NA,NA,summer annuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia nemorosa,Euphrasia nemorosa,NA,NA,NA,NA,NA,a (annual),0.35,253.74,1.515,44,summer annuals,0.16968,21.08333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia salisburgensis,Euphrasia salisburgensis,NA,NA,NA,NA,NA,a (annual),0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia scottica,Euphrasia scottica,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia stricta,Euphrasia stricta,NA,NA,NA,NA,NA,a (annual),NA,222.605,1.295,30.5,summer annuals,0.1222,53072.38095,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia tetraquetra,Euphrasia tetraquetra,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fagus sylvatica,Fagus sylvatica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),32.1875,309.25,NA,2027.675,perennials,177.0824,4444.909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fallopia dumetorum,Fallopia dumetorum,NA,NA,NA,NA,NA,a (annual),1.875,214.7033333,85.6,1530.476667,perennials,3.3956,2769.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
Festuca ovina,Festuca ovina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1525,324.33,2.545583893,25.897,perennials + strict monocarpic bi-annuals and poly-annuals,0.435720879,6175.082258,Medium,0.5,Long,NA,NA,NA,NA,NA,NA
Festuca rubra,Festuca rubra,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.483333333,267,24.58139481,382,perennials + strict monocarpic bi-annuals and poly-annuals,0.910514286,30068.25,Medium,2,Long,NA,NA,<NA>,<NA>,<NA>,<NA>
Festuca trachyphylla,Festuca trachyphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Festuca vivipara,Festuca vivipara,NA,NA,NA,NA,NA,NA,0.07,368.8,3.892,42.0315,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filago arvensis,Filago arvensis,NA,NA,NA,NA,NA,a (annual),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filipendula ulmaria,Filipendula ulmaria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.791666667,391,470.5,10234.5,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.749785714,12084.30152,NA,NA,NA,NA,NA,NA,NA,NA,NA
Filipendula vulgaris,Filipendula vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,295,141.8009479,3520,perennials + poly-annuals < 5 years (short-lived perennials),0.786672727,345.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fragaria vesca,Fragaria vesca,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.108333333,388,132.861162,2393.5,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals > 50 years (long-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),19.87672667,6643.451515,NA,NA,NA,0.419,NA,<NA>,<NA>,<NA>,<NA>
Fragaria viridis,Fragaria viridis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.0625,327.33,66.43,947.1325,perennials,0.375125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frangula alnus,Frangula alnus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),3.857142857,256,78.8,964.55,perennials,125.9291429,226.5,High,12,Moderate,NA,NA,NA,NA,NA,NA
Fraxinus excelsior,Fraxinus excelsior,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),26.14285714,256.5,NA,1426.54,perennials + poly-annuals > 50 years (long-lived perennials),58.4213475,25002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fumaria muralis,Fumaria muralis,NA,NA,NA,NA,NA,a (annual),0.725,195,27.12560976,767,summer annuals,3.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gagea lutea,Gagea lutea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,103,26.393523,631,perennials,3.3635,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeopsis bifida,Galeopsis bifida,NA,NA,NA,NA,NA,a (annual),0.383333333,NA,NA,NA,summer annuals,3.560161905,24136.29167,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galeopsis tetrahit,Galeopsis tetrahit,NA,NA,NA,NA,NA,a (annual),0.35,176,82.27985687,2390,annuals + summer annuals,4.347911111,4090.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium aparine,Galium aparine,NA,NA,NA,NA,NA,a (annual),0.708333333,140,5.695810579,161.3333333,annuals + summer annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,9.445486667,2310.794872,Medium,0.9,Short,22.7,NA,<NA>,<NA>,<NA>,<NA>
Galium boreale,Galium boreale,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.316666667,209.97,2.395,49.005,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.709,103.7,Medium,3,Moderate,NA,NA,NA,NA,NA,NA
Galium odoratum,Galium odoratum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.216666667,243,13.6360262,361,perennials + poly-annuals 5-50 years (medium-lived perennials),6.761222222,598.1964286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium palustre,Galium palustre,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.435,181.26,0.740870733,32.5,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.9095,299.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium saxatile,Galium saxatile,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.125,188.5,0.196018062,5,perennials + poly-annuals 5-50 years (medium-lived perennials),0.61172,88.15384615,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Galium sterneri,Galium sterneri,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,227.5,0.316173362,7.5,perennials,0.442,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium trifidum,Galium trifidum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.8,Short,NA,NA,<NA>,<NA>,<NA>,<NA>
Galium triflorum,Galium triflorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679,116,<NA>,<NA>,<NA>,<NA>
Galium uliginosum,Galium uliginosum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.266666667,245.22,0.424065934,13,perennials + poly-annuals 5-50 years (medium-lived perennials),0.3986,11823.48519,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium verum,Galium verum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.383333333,228.1325,0.803690617,15.66666667,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.505970833,6201.7125,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Genista tinctoria,Genista tinctoria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5125,248,7.5744204,134.69,perennials,3.571542857,56652,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentiana nivalis,Gentiana nivalis,NA,NA,NA,NA,NA,a (annual),0.065,142.89,0.28,9.95,NA,0.02238,1287,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentiana pneumonanthe,Gentiana pneumonanthe,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.203333333,233.44,8.4,121,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.05581,486.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentiana purpurea,Gentiana purpurea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,NA,NA,NA,perennials,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianella amarella,Gentianella amarella,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.158333333,210,93.22404523,3497,summer annuals + strict monocarpic bi-annuals and poly-annuals,0.14435,233.3666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianella campestris,Gentianella campestris,NA,NA,NA,NA,NA,b (biennial),0.17175,NA,9.2,NA,summer annuals + strict monocarpic bi-annuals and poly-annuals,0.196666667,492,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentianella uliginosa,Gentianella uliginosa,NA,NA,NA,NA,NA,a (annual),0.066666667,NA,3.85,125.25,summer annuals + strict monocarpic bi-annuals and poly-annuals,0.1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium bohemicum,Geranium bohemicum,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.6,NA,NA,NA,NA,6.995,34312.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium columbinum,Geranium columbinum,NA,NA,NA,NA,NA,a (annual),0.266666667,268,20.377189,560.5,annuals + summer annuals + strict monocarpic bi-annuals and poly-annuals,3.5732,291.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium lucidum,Geranium lucidum,NA,NA,NA,NA,NA,a (annual),0.191666667,193.5,35.83756135,934.5,summer annuals + winter annuals,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium molle,Geranium molle,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.183333333,186.6666667,26.70498686,709.6666667,annuals + summer annuals + strict monocarpic bi-annuals and poly-annuals,1.086875,18.96551724,NA,NA,NA,1.04,NA,<NA>,<NA>,<NA>,<NA>
Geranium pratense,Geranium pratense,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.408333333,237.5,658.8,13898.5,perennials + poly-annuals 5-50 years (medium-lived perennials),8.36064,700.4583333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium robertianum,Geranium robertianum,NA,NA,NA,NA,NA,a (annual),0.216666667,185.6666667,41.1824692,1224,annuals + summer annuals + strict monocarpic bi-annuals and poly-annuals,1.453258333,2362.735714,NA,NA,NA,0.514,NA,<NA>,<NA>,<NA>,<NA>
Geranium sanguineum,Geranium sanguineum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.216666667,259,57.27194464,1167,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),9.676066667,2250.555556,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geranium sylvaticum,Geranium sylvaticum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.277,218.4,93.12649143,1889.338846,perennials + poly-annuals 5-50 years (medium-lived perennials),6.019777778,46.93181818,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geum rivale,Geum rivale,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.316666667,237,288.0873672,6428,perennials + poly-annuals 5-50 years (medium-lived perennials),1.024766667,1368.257143,Medium,3,Moderate,NA,NA,NA,NA,NA,NA
Geum urbanum,Geum urbanum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.366666667,302,151.9693888,3441,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),2.047383333,3018.149123,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glaucium flavum,Glaucium flavum,NA,NA,NA,NA,NA,b (biennial) - p (pluriennial-pollakanthic),0.4975,147.33,280.905,4986,strict monocarpic bi-annuals and poly-annuals + poly-annuals < 5 years (short-lived perennials),0.932057143,960.875,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Glaux maritima,Glaux maritima,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.138333333,176.86,1.066666667,74.58333333,poly-annuals 5-50 years (medium-lived perennials),0.334575,1850.056667,Medium,0.9,Moderate,NA,NA,<NA>,<NA>,<NA>,<NA>
Glechoma hederacea,Glechoma hederacea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.27,160,20.95670149,882,perennials + poly-annuals 5-50 years (medium-lived perennials),0.6684,38618.16667,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Glyceria declinata,Glyceria declinata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.29,164.3333333,11.65346755,436,perennials,1.220666667,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyceria fluitans,Glyceria fluitans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,277.9,28.6974855,1118.583333,perennials,1.1985,8775.378571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyceria notata,Glyceria notata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gnaphalium uliginosum,Gnaphalium uliginosum,NA,NA,NA,NA,NA,a (annual),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Goodyera repens,Goodyera repens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.065,NA,NA,NA,perennials,0.002,45125,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnadenia conopsea,Gymnadenia conopsea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3,144.5725,85.97645787,1537.5,perennials,0.006,542005,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnocarpium dryopteris,Gymnocarpium dryopteris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,175.95,115.685,7176.25,poly-annuals 5-50 years (medium-lived perennials),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnocarpium robertianum,Gymnocarpium robertianum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,279,66.3,1758,poly-annuals 5-50 years (medium-lived perennials),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hammarbya paludosa,Hammarbya paludosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.065,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrimanella hypnoides,Cassiope hypnoides,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.84,NA,0.009666667,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hedera helix,Hedera helix,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),12.35,253.7777778,NA,1736.533333,perennials,73.695175,2674.5,High,5,Long,NA,NA,<NA>,<NA>,<NA>,<NA>
Helianthemum nummularium,Helianthemum nummularium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.114,264,5.539920949,72.025,perennials + poly-annuals < 5 years (short-lived perennials),1.090727273,114.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hepatica nobilis,Hepatica nobilis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.095,186.405,108.175,2887.75,poly-annuals 5-50 years (medium-lived perennials),2.31525,1237.842424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heracleum sphondylium,Heracleum sphondylium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.23125,220,3950.459857,81950.66667,perennials + strict monocarpic bi-annuals and poly-annuals + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),5.91216,20887.17857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminium monorchis,Herminium monorchis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium alpinum,Hieracium alpinum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,NA,NA,NA,NA,1.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium laevigatum,Hieracium laevigatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,poly-annuals 5-50 years (medium-lived perennials),0.415,4253.958333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hieracium umbellatum,Hieracium umbellatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,173.57,51.9,1145.5,perennials + poly-annuals 5-50 years (medium-lived perennials),0.392038095,7480.159261,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hierochloe hirta,Hierochloe hirta,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,151.9090909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hierochloe odorata,Hierochloe odorata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,190.87,0.765,33,perennials,0.67875,44.26153846,Medium,2,Moderate,NA,NA,<NA>,<NA>,<NA>,<NA>
Hippocrepis emerus,Hippocrepis emerus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippophae rhamnoides,Hippophae rhamnoides,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),2.666666667,231,NA,238.1,perennials,60.77254,1,High,18,Moderate,NA,NA,NA,NA,NA,NA
Hippuris vulgaris,Hippuris vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.225,106.9366667,1.362858379,45.5,poly-annuals 5-50 years (medium-lived perennials),0.83865,175.5,High,2.8,Long,1.09,NA,<NA>,<NA>,<NA>,<NA>
Holcus lanatus,Holcus lanatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,230.1775,21.80360852,970.8333333,perennials,0.406916667,157198.44,,3.3,Short,0.219,NA,<NA>,<NA>,<NA>,<NA>
Holcus mollis,Holcus mollis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,216,30.11501273,1053.5,perennials + poly-annuals < 5 years (short-lived perennials),0.3484,42833.96666,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Honckenya peploides,Honckenya peploides,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hornungia petraea,Hornungia petraea,NA,NA,NA,NA,NA,a (annual),0.061666667,143,0.736842105,14,summer annuals + winter annuals,0.071266667,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA
Humulus lupulus,Humulus lupulus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),5.5,292.5,436.3885606,7711,perennials + poly-annuals 5-50 years (medium-lived perennials),4.112583333,40.84,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Huperzia selago,Huperzia selago,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.125,340.22,0.505,7.1,perennials,0,37166.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.015,94.91666667,36.50333333,1174.916667,perennials,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrocotyle vulgaris,Hydrocotyle vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2125,123.356,20.26188268,655,perennials + poly-annuals 5-50 years (medium-lived perennials),0.36,263.5833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hylotelephium maximum,Sedum maximum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenophyllum tunbrigense,Hymenophyllum tunbrigense,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.05,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum hirsutum,Hypericum hirsutum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.575,275.5,13.74311701,370.5,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.136545455,12952.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum maculatum,Hypericum maculatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3985,265,18.49981075,731,perennials,0.170071429,9842.52381,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum montanum,Hypericum montanum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.35,274,18.03420428,444,poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.064584615,7398.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum perforatum,Hypericum perforatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.358333333,303,8.724819986,147.3333333,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.118575,99171.42857,NA,NA,NA,0.073,NA,<NA>,<NA>,<NA>,<NA>
Hypericum pulchrum,Hypericum pulchrum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.341666667,303,4.708045977,96,poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.08435,2279.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypochaeris maculata,Hypochaeris maculata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.115,138.75,117.825,2174.156667,perennials + poly-annuals 5-50 years (medium-lived perennials),1.644798214,219.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypochaeris radicata,Hypochaeris radicata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809,950,NA,NA,NA,NA
Ilex aquifolium,Ilex aquifolium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),11.95,261.875,NA,1576.525,perennials,50.6104,60002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impatiens noli-tangere,Impatiens noli-tangere,NA,NA,NA,NA,NA,a (annual),0.416666667,145,47.60202285,1649,summer annuals,6.169974359,864.6518518,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inula salicina,Inula salicina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,236.915,32.77666667,700.5,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.193833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iris pseudacorus,Iris pseudacorus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.75,180.8633333,1371.251832,20873.75,perennials + poly-annuals 5-50 years (medium-lived perennials),46.86421111,2466.222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes echinospora,Isoetes echinospora,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isoetes lacustris,Isoetes lacustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isolepis setacea,Isolepis setacea,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacobaea aquatica,Senecio aquaticus,NA,NA,NA,NA,NA,b (biennial) - p (pluriennial-pollakanthic),0.315,120.3333333,185.6054021,3784,perennials + strict monocarpic bi-annuals and poly-annuals,0.377128571,5327.484848,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jasione montana,Jasione montana,NA,NA,NA,NA,NA,a (annual) - b (biennial) - h (pluriennial-hapaxanthic),0.15,210,0.95,36.5,strict monocarpic bi-annuals and poly-annuals + poly-annuals < 5 years (short-lived perennials),0.028960408,1342741,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus acutiflorus,Juncus acutiflorus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.525,220,174.6666667,1200,perennials,0.020011111,543.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus alpinoarticulatus,Juncus alpinus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus anceps,Juncus anceps,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,NA,NA,686,NA,0.02,4397.727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus arcticus,Juncus arcticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juncus articulatus,Juncus articulatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,202.9525,52.28921447,485.4375,perennials,0.020611111,1212964.75,Medium,2,Moderate,NA,NA,NA,NA,NA,NA
Juncus balticus,Juncus balticus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.525,NA,NA,NA,perennials,0.059986667,483.5,NA,NA,NA,0.028,NA,NA,NA,NA,NA
